Cairo,Heliopolis,Laboratory,Cairo Lab,Analysis,18 Al-Horreya St - Seven Buildings,19962,
Cairo,Heliopolis,Laboratory,Cairo Lab,Analysis,18 Al-Mansoura St El-Gamea Square,19962,
Cairo,Heliopolis,Laboratory,Speed Lab Medical Laboratories,Analysis,No. 25 Osman Ibn Affan St Salah El-Din Square First Floor in front of Capital Hospital,19358,
Cairo,Heliopolis,Laboratory,Speed Lab Medical Laboratories,Analysis,Central Lab 1 care lab Abu El-Mahasen Square from Abu Yasser Building Nozha - Ground Floor,19358,
Cairo,Heliopolis,Laboratory,Speed Lab Medical Laboratories,Analysis,Building 143 Saint Fatima Square next to the Red Church Heliopolis,19358,
Cairo,Heliopolis,Laboratory,Speed Lab Medical Laboratories,Analysis,Elite Center Latif Mansour St inside Al-Horreya Hospital Golf Land Heliopolis behind Palestine Hospital,19358,
Cairo,Heliopolis,Laboratory,Speed Lab Medical Laboratories,Analysis,Speed Clinics Nehru - 22 Nehru St Merryland - Heliopolis,19358,
Cairo,Heliopolis,Laboratory,Speed Lab Medical Laboratories,Analysis,Speed Clinics Cleopatra 41 Cleopatra St Heliopolis,19358,
Cairo,Heliopolis,Laboratory,Speed Lab Medical Laboratories,Analysis,Dr. Sobhy Abu Al-Nour Cleopatra St - Heliopolis - next to Cleopatra Hospital,19358,
Cairo,Heliopolis,Laboratory,Speed Lab Medical Laboratories,Analysis,El-Thawra St Extension - Electricity - El-Geish Bridge next to National Eye Hospital El-Thawra,19358,
Cairo,Heliopolis,Laboratory,Speed Lab Medical Laboratories,Analysis,211 Al-Hegaz St - National Eye Al-Hegaz - in front of Citibank - Nozha,19358,
Cairo,Heliopolis,Laboratory,Ezz Lab,Analysis,56 Mohamed Ramzy St Triumph Square - Second Floor,01200555562,
Cairo,Heliopolis,Laboratory,Al-Tahera Medical Laboratories Center,Analysis,87 Al-Maqrizi St Al-Khalifa Al-Maamoun - Roxy,19173,0224529006/0224529008
Cairo,Heliopolis,Laboratory,Town Lab,Analysis,38 Abu Bakr Al-Siddiq St Safir Square,01203333896,
Cairo,Heliopolis,Laboratory,Al-Ansari Lab,Analysis,28 A - Baghdad St - Korba Square - Doctors Tower - Floor 4,19324,
Cairo,Heliopolis,Laboratory,Life Lab,Analysis,25 Al-Qobba St Roxy - Heliopolis above Al-Aboudi,01066636801,
Cairo,Heliopolis,Laboratory,Al-Shams Lab,Analysis,5 Al-Ahram St Heliopolis next to Ittihadiya Palace - Roxy,19445,19445
Cairo,Heliopolis,Laboratory,Al-Shams Lab,Analysis,94 Sakr Quraish Sheraton Residences above Souq El-Asr Pharmacies 19011,19445,
Cairo,Heliopolis,Laboratory,Al-Shams Lab,Analysis,76 Al-Hegaz St in front of Heliopolis Square,19445,19445
Cairo,Heliopolis,Laboratory,Al-Shams Lab,Analysis,50 Al-Khalifa Al-Maamoun St Heliopolis above,024536410,19445
Cairo,Heliopolis,Laboratory,Daman Medical Laboratories,Analysis,25 Al-Khalifa Al-Maamoun St,01155032332,0224179508
Cairo,Heliopolis,Laboratory,High Lab Medical Laboratories,Analysis,6 Boutros Ghali St Heliopolis Roxy Square above HSBC Bank 1,16987,
Cairo,Heliopolis,Laboratory,Hesab Medical Laboratories,Analysis,Al-Azhar St Saint Fatima Square Sixth Floor 168,01222353610,01208516590
Cairo,Heliopolis,Laboratory,Al-Hakim Lab,Analysis,168 Al-Nozha St Saint Fatima Square Sixth Floor,1119950321,
Cairo,Heliopolis,Doctor,Egyptian First Dental Center,Dentist,168 Al-Nozha St - Saint Fatima Square,0227750124,554465003
Cairo,Heliopolis,Doctor,Crystal Teeth Italian Center,Dentist,104 El-Thawra St - Almaza,01019994947,1023030160
Cairo,Heliopolis,Doctor,Dr. Ahmed Magdy Saleh (Dental House),Dentist,2 Fayoum St Fayoum Doctors Tower Apartment 37 Korba,01222500757 - 01068803093,0224143363
Cairo,Heliopolis,Doctor,Dr. Amr Mohamed Ahmed,Dentist,98 Omar Ibn Al-Khattab St - Heliopolis,01030101585,
Cairo,Heliopolis,Doctor,Aura Dental,Dentist,12 Ammar Ibn Yasir behind Military College Wall - Fourth Floor,1009124447,0221811145
Cairo,Heliopolis,Doctor,Laurent Dental Care,Dentist,16 A Al-Obour Buildings Salah Salem St - Heliopolis,16752,01289931839/0222600954
Cairo,Heliopolis,Doctor,Dr. Mohamed El-Sayed Hassanein,Dentist,6 Boutros Ghali Roxy above Arab African Bank,010179999429,
Cairo,Heliopolis,Doctor,Dr. Tarek Farid Mounir (Shaware Dental Lounge),Dentist,44 Al-Orouba Road off Salah Salem next to Mobil Gas Station Second Floor Apt 203,01064241001,01066999155
Cairo,Heliopolis,Doctor,Sparkle Dental,Dentist,99 El-Thawra St Cairo Second Floor,01060767950,01001538883
Cairo,Heliopolis,Doctor,Boutros Morris Boutros (Reflect Clinic),Dentist,110 Omar Ibn Al-Khattab St - Almaza - Heliopolis,01050110000,
Cairo,Heliopolis,Doctor,Dental Center (Dr. Medhat Salah El-Din Geseim),Dentist,67 Abu Bakr Al-Siddiq St Abu Mazen Building Safir Square,01003940003,022639022
Cairo,Heliopolis,Doctor,Dental Center (Dr. Medhat Salah El-Din Geseim),Dentist,6 Mahmoud Hafez St Rabie Center McDonald's Safir Square,01007009505,0227796122
Cairo,Heliopolis,Doctor,Dr. Jenan Osama El-Deeb (Dentist),Dentist,8 Mohamed Al-Maamoun off Al-Hegaz - Heliopolis,01014646854,
Cairo,Heliopolis,Doctor,Trio Dental Care Center (Dr. Marco Fathy),Dentist,24 Nabil El-Wakad St Apt 7 Third Floor,1555287373,
Cairo,Heliopolis,Doctor,Prestige Center - Dentist (Dr. Ahmed Mostafa),Dentist,105 Repeated Osman Ibn Affan Triumph Square - Heliopolis,15563608040,
Cairo,Heliopolis,Doctor,Smart Dental Center (Dr. Hazem El-Beltagy),Dentist,11 Al-Ahram St in front of Health Insurance Authority - Korba,0120858585,
Cairo,Heliopolis,Doctor,Dr. Mohamed Yehia Ali Ibrahim,General Surgery and Endoscopy,50 Al-Khalifa Al-Maamoun St - Souq El-Asr Tower,01006065349,01000942246
Cairo,Heliopolis,Doctor,Dr. Abanoub Samir,General Surgery,180 Al-Nozha St Saint Fatima First Floor - Heliopolis,1040995354,
Cairo,Heliopolis,Doctor,Dr. Raymond Ramses Anis,Oncology,2 Roushdy St - Safir Square,01061056900,0224191231
Cairo,Heliopolis,Doctor,Dr. Sherif Hussein Ahmed,Oncology,1 El-Sabaq St next to Adidas Gesr El-Suez,01001924613,
Cairo,Heliopolis,Doctor,Dr. Sherif Bahr,Oncology,1 Abdel Latif El-Makbati St Heliopolis Square behind Heliopolis Hospital,01003878795,01100036559
Cairo,Heliopolis,Doctor,Dr. Mahmoud Diaa Samir El-Mashawi,Cardiology and Vascular,147 Al-Nozha St Saint Fatima - Heliopolis,01222100040,0227750072
Cairo,Heliopolis,Doctor,Dr. Adham Abdel Tawab,Cardiology and Vascular,6 Osman Amin St El-Nozha,1008800788,
Cairo,Heliopolis,Doctor,Alaa Ahmed Hassan El-Tahan,Orthopedic Surgery,50 Al-Khalifa Al-Maamoun St,01120144442,
Cairo,Heliopolis,Doctor,Dr. Mahmoud Mohamed Abdel Wahab,Orthopedic Surgery,14 Kiaf St in front of Al-Horreya Mall Heliopolis Fourth Floor,01030066692,
Cairo,Heliopolis,Doctor,Dr. Osama Anwar,Orthopedic Surgery,180 Al-Nozha St Saint Fatima First Floor - Heliopolis,1040995354,
Cairo,Heliopolis,Doctor,Dr. George Magdy Mourshed,Orthopedic Surgery,90 El-Sayed Al-Merghany St - After Ground Second Floor Apt 7 Room,01271125116,0224570411
Cairo,Heliopolis,Doctor,Dr. Mina Wagdy,Internal Medicine,180 Al-Nozha St Saint Fatima First Floor - Heliopolis,1206891272,
Cairo,Heliopolis,Doctor,Dr. Ayman Mahmoud Ammar,Cardiology and Vascular,15 Al-Khalifa Al-Maamoun St Ninth Floor in front of Souq El-Asr,01001768243,0226905095
Cairo,Heliopolis,Doctor,Abdullah Fathy Hany,Internal Medicine and Cardiology,6 B Boutros Ghali St above Varna Shoe Shop Fifth Floor Roxy Heliopolis,1099301590,1020827479
Cairo,Heliopolis,Center,International Physiotherapy Center (Ibrahim Bandary),Physiotherapy,Othman Towers Tower 1 Roxy,0224537001,224537002
Cairo,Heliopolis,Center,El-Nozha Physiotherapy Center,Physiotherapy,11 Al-Adib Adham St - Sheraton - Cairo,01228516675,0222694591
Cairo,Heliopolis,Center,Golf Physiotherapy Center,Physiotherapy,9 Galal Haggag St from Ahmed Tayseer in front of Girls College,022903777,01272666111
Cairo,Heliopolis,Center,Tabarak Clinic for Physiotherapy,Physiotherapy,35 B Mohamed Farid St - Al-Fath Mosque,01119978900,01223400612
Cairo,Heliopolis,Center,Kayan Physiotherapy Center (Dr. Ahmed Samir Abdel Khalek),Physiotherapy,94 Ammar Ibn Yasir St in front of Military College Wall,26209538,01000080187
Cairo,Heliopolis,Center,Medi Matrix Physiotherapy (Healing),Physiotherapy,Building 8 El-Shaheed Ahmed Wasfy St Almaza Heliopolis Ground Floor,01069854157,
Cairo,Heliopolis,Center,Al-Hayat for Physiotherapy and Sports Injuries,Physiotherapy,237 Al-Hegaz St - Heliopolis - above Nissan Cars,01011145866,
Cairo,Heliopolis,Center,Al-Asr Physiotherapy Center (Abdel Meguid Ahmed),Physiotherapy,Building 1 Neighborhood 6 Apt 1 Ground Floor Third Settlement,01011961045,
Cairo,Heliopolis,Center,Tulip Physiotherapy Center,Physiotherapy,110 Al-Hegaz St Nozha Heliopolis,1223635508,
Cairo,Heliopolis,Center,Dr. Fatma El-Nweihi Physiotherapy,Physiotherapy,39 Asmaa Fahmy St behind Administrative Control - Golf Land,01116962220,
Cairo,Heliopolis,Optical Center,Light Optics,Optics,7 Merryland Buildings Gesr El-Suez St - Roxy - Heliopolis,0222582329,01005265190
Cairo,Heliopolis,Optical Center,Ojo Optics (Kawa Michel Mansour and),Optics,263 Al-Hegaz St,1225775259,1005158750
Cairo,Heliopolis,Optical Center,Vom Optics Center,Optics,17 Hussein Abdel Kader Fahmy St Aflaton - Golf Land - next to Hospital,0115800116,
Cairo,Heliopolis,Optical Center,Vom Optics Center,Optics,25 Ahmed Tayseer St off Merghany in front of Girls College - inside Eye Vision Hospital,01118889214,
Cairo,Heliopolis,Optical Center,Vom Optics Center,Optics,Omar Ibn Al-Khattab St - Golf Land - next to City Stars - inside Central Hospital,01118889457,
Cairo,Heliopolis,Optical Center,Rich Optics,Optics,88 Osman Ibn Affan St Safir Square Nozha,01113021384,
Cairo,Heliopolis,Optical Center,San Mark Optics (Sameh Mansour),Optics,9 Damanhour St El-Gamea Square Heliopolis,1144099755,1287134741
Cairo,Heliopolis,Optical Center,Optics Optics,Optics,161 Al-Hegaz next to Kazyon Supermarket,1123657775,
Cairo,Heliopolis,Audiology Center,Keyat Al-Reyada for Import,Audiology,30 El-Shaheed Mostafa Ragab St - Golf Land,224175232,22415556
Cairo,New Nozha,Hospital,Egyptian American Hospital,All Specialties,11 Mohamed Kamel Hussein St New Nozha - Heliopolis,1103384484,1103384482
Cairo,New Nozha,Specialized Hospital,Tabarak Hospital,Pediatrics,11 Magdy St off Historian Mohamed Refaat St - New Nozha,022620499,
Cairo,New Nozha,Pharmacy,El Ezaby Pharmacies,Medications,36 Mohamed Kamel Hussein St New Nozha,19600,
Cairo,New Nozha,Laboratory,Al-Borg Lab,Analysis,17 Taha Hussein St - in front of Armed Forces Training Institute Nozha,19911,
Cairo,New Nozha,Laboratory,Al Mokhtabar Labs,Analysis,5 Taha Hussein - Tahari Division New Nozha next to El-Moniri Pharmacy,19014,
Cairo,New Nozha,Laboratory,Royal Lab,Analysis,22 Magdy St in front of El-Shabrawy New Nozha,16064,
Cairo,New Nozha,Laboratory,Royal Lab,Analysis,A Taha Hussein - next to Armed Forces Center for Computing and Information - First Floor Nozha,16064,
Cairo,New Nozha,Doctor,Justina Michel Kamel Shehata (Dentist),Dentist,60 Abdullah Abu El-Saoud St - Nozha,01008166884,
Cairo,New Nozha,Doctor,Dr. Ahmed Mostafa Kotb,Orthopedic Surgery,53 Nakhla El-Motei St - Nozha,01224208765,
Cairo,New Nozha,Center,Advanced Care Physiotherapy,Physiotherapy,14 Sheraton Residences - Khaled Ibn Al-Walid St - Nozha,222661207,01010104535
Cairo,New Nozha,Center,Dr. Enas Rajeh Physiotherapy,Physiotherapy,30 Mohamed Kamel Hussein St - New Nozha,01222812077,01069911426
Cairo,Sheraton Residences,Hospital,El Nozha International Hospital,All Specialties,9 El-Rashid St off Marshall Ahmed Ismail St Sheraton Residences,0222660555,02226586860
Cairo,Sheraton Residences,Hospital,In Care Medical Hospital,All Specialties,Sheraton Residences Plot No. 17 Square 1258 Sheraton Residences,1127909296,1127909295
Cairo,Sheraton Residences,Specialized Hospital,Tabarak Hospital,Pediatrics,5 Sheraton Residences - El-Gamea St,22667221,
Cairo,Sheraton Residences,Specialized Center,Style Medical Center for Kids,Pediatrics,14 El-Rashidi St - Sheraton Airport Buildings,01118622268,01067784947
Cairo,Sheraton Residences,Pharmacy,El Ezaby Pharmacies,Medications,69 El-Nasr St next to Kheir Zaman Supermarket Sheraton,19600,
Cairo,Sheraton Residences,Pharmacy,El Ezaby Pharmacies,Medications,3 El-Shaheed Sayed Zakaria St Sheraton Airport Buildings - Shop No. 4,19600,
Cairo,Sheraton Residences,Pharmacy,Misr Pharmacies,Medications,12 Omar Ibn Al-Khattab St Ministers Square Sheraton Heliopolis,19110,
Cairo,Sheraton Residences,Pharmacy,Care Pharmacy (Dr. Heba Magdy),Medications,6 El-Shaheed Sayed Zakaria Square 1216 Sheraton Airport - Nozha,19757,
Cairo,Sheraton Residences,Laboratory,Al-Borg Lab,Analysis,End of Sayed Zakaria St in front of Central and El-Siddiq Mosque,19911,
Cairo,Sheraton Residences,Doctor,Dental Art Center (Dr. Mostafa Fathallah),Dentist,28 Cooperatives Gerges Greish St First Floor Apt 4,1124202584,100930111
Cairo,Sheraton Residences,Doctor,Dr. Michael Magdy Zarif Malika (Glow Dent),Dentist,9 Khaled Ibn Al-Walid - First Floor - Sheraton Residences,01554226770,01060806088
Cairo,Nasr City,Hospital,Dar Al Fouad Hospital,All Specialties,Youssef Abbas St off El-Tayaran Road,16370,
Cairo,Nasr City,Hospital,Nasr City Specialized Hospital (formerly Rabaa El-Adawiya),All Specialties,El-Nasr Road Rabaa El-Adawiya Square,224034026,0224034025
Cairo,Nasr City,Hospital,Arab Contractors Hospital,All Specialties,El-Gabal El-Akhdar - Nasr City,19660,022421624
Cairo,Nasr City,Hospital,Viva Al-Akkad Hospital,All Specialties,12 Mohamed Mostafa Hammam St from Abbas Al-Akkad St,01026269494,22610040
Cairo,Nasr City,Hospital,Cura Hospitals,All Specialties,3 Ibn Hani Al-Andalus St off El-Tayaran St,15424,23251155
Cairo,Nasr City,Hospital,Al-Tawfiqiya Specialized Hospital,All Specialties,1 Ahmed Kassem Gouda St from Abbas Al-Akkad - Nasr City,02224030389,0224039537
Cairo,Nasr City,Hospital,Hasbo International Hospital,All Specialties,15 Ahmed Fakhry St behind Mercedes El-Nasr Road Sixth District,0223520003,0223520040
Cairo,Nasr City,Hospital,Central Charity Hospital (Islamic Medical Association),All Specialties,Omar Ibn Al-Khattab St Golf Land near City Stars,24140356,01066696486
Cairo,Nasr City,Hospital,Al-Masa Hospital,All Specialties,26 Metwally El-Shaarawy St - Nasr City,23575163,23575162
Cairo,Nasr City,Hospital,Elaj Hospital - Al-Aseel Medical Group,All Specialties,13 Ahmed El-Sawy St off Makram Ebeid St,01228386922,2227449
Cairo,Nasr City,Hospital,One Day Surgery Hospital Nasr City,All Specialties,El-Sehha St in front of Al-Azhar University Sixth District Nasr City,0224052403,
Cairo,Nasr City,Hospital,Nasr City International Hospital,All Specialties,Gamal Salem St Extension of El-Tayaran St Seventh District Nasr City,23846126 - 23846118,1092968364
Cairo,Nasr City,Hospital,El Nokhba International Hospital,All Specialties,35 Abdel Razek Al-Sanhoury St off Makram Ebeid First Abbas,1050901154,
Cairo,Nasr City,Specialized Hospital,Kids Hospital,Pediatrics,1 Al-Maqrizi St in front of Al-Ahly Club,01099773737,01099774747
Cairo,Nasr City,Hospital,Tabarak Hospital,Pediatrics,43 Abdullah Al-Arabi St. - Aviation Extension - Nasr City,23854669,224055677
Cairo,Nasr City,Hospital,Tabarak Hospital,Pediatrics,7 Mohamed Mahdi St. - Nasr City,224114050,
Cairo,Nasr City,Hospital,Tabarak Hospital,Pediatrics,9 Anwar El-Mofty St. behind Tiba Mall - Nasr City,224055030,224055032
Cairo,Nasr City,Hospital,Tabarak Hospital,Pediatrics,50 Sharq El-Sikka El-Hadid St. - Mansheya Nasser,228342090,
Cairo,Nasr City,Specialized Hospital,Al-Rowad Eye Hospital,Eye Surgery,Anwar El-Mofty St. - behind Tiba Mall - first right from Abbas Al-Akkad,19635,
Cairo,Nasr City,Specialized Hospital,Magrabi Eye Hospital,Eye Surgery,39 Abbas Al-Akkad St. - Nasr City,222623990,19505
Cairo,Nasr City,Specialized Hospital,Capital Eye Hospital,Eye Surgery,123 Hassan Maamoun St. in front of Al-Ahly Club Main Gate,01117579944,
Cairo,Nasr City,Specialized Hospital,Capital Eye Hospital,Eye Surgery,Dar Al Fouad - Intersection of El-Nasr Rd with Youssef Abbas,01016555508,
Cairo,Nasr City,Specialized Clinics,Dawy Specialized Clinics,All Specialties except (Dental - Ophthalmology),Abdel Razek El-Sanhoury St. from Abbas Al-Akkad in front of Spectra Restaurant,16850,
Cairo,Nasr City,Specialized Clinics,Zad Specialized Clinics,All Specialties,Block 31 - Zone 9 - in front of Total Gas Station - Nasr City,01012378877,0106661800
Cairo,Nasr City,Specialized Clinics,Salamtak Specialized Clinics,All Specialties,8 Mostafa El-Nahas St. - next to Al-Manhal School - Nasr City,01050002288,01050002299
Cairo,Nasr City,Specialized Clinics,JM Clinic,All Specialties,7 El-Saada St. - El-Masa Square,01002862887,01012578266
Cairo,Nasr City,Specialized Clinics,Amal Al-Hayat Specialized Clinics,All Specialties,9 Galal Hamdan St. next to Awlad Ragab Market - Zahraa Nasr City,01008821107,01003298047
Cairo,Nasr City,Specialized Clinics,Asmaa Specialized Clinics,All Specialties,Masjed El-Ikhlas St. Intersection of Makhazen El-Sallab St. with Hosni Mubarak St. - Zahraa Nasr City,1066161800,
Cairo,Nasr City,Specialized Clinics,Zaher Zone Clinics,All Specialties,Zaher Towers - Tower 3,01101011259,
Cairo,Nasr City,Specialized Clinics,Al-Masa Specialized Clinics,All Specialties,3 Heb El-Din St. - Embassies District - Nasr City,01005795497,
Cairo,Nasr City,Specialized Clinics,Al-Nada Specialized Clinics,All Specialties,49 Abbas Al-Akkad St. - Nasr City above CIB Bank,1226038094,
Cairo,Nasr City,Medical Center,Dr. Hossam Mansour,All Specialties,2 Ahmed El-Zomor - End of Abbas Al-Akkad in front of Enppi,222756032,225560396
Cairo,Nasr City,Medical Center,Hemaya Center,All Specialties,20 El-Tayaran St. Ground Floor next to Rabaa El-Adawiya Mosque,24018978,01032310244
Cairo,Nasr City,Medical Center,Trust Clinics,All Specialties,1st May Buildings - El-Saa Square - Nasr City - Building 6,01004464607,
Cairo,Nasr City,Medical Center,Nile Center for Emergencies and Critical Cases,All Specialties,18 Mohamed Sakr Khafaga St. behind Genena Mall,0119630113,01093522361
Cairo,Nasr City,Medical Center,Egyptian Center for Vascular Surgery (Hossam El-Din Yousry),All Specialties,66 Abbas Al-Akkad in front of McDonald's - Nasr City,1016393607,1061198773
Cairo,Nasr City,Specialized Center,International Kidney and Urology Center,Urology Surgery,45 Dr. Mohamed Mandour St. parallel to El-Tayaran St.,224022568,
Cairo,Nasr City,Specialized Center,Egyptian Association for Diabetes Care,Endocrinology and Diabetes,222 Saf Officers Buildings - Sixth District - Autostrad,22585999,22588100
Cairo,Nasr City,Specialized Center,ENT CLINIC,ENT,123 Hassan Maamoun St. in front of Al-Ahly Club,222738836,
Cairo,Nasr City,Specialized Center,Eye World Center for Medicine and Eye Surgery,Eye Surgery,6 Obour Buildings - Nasr City in front of Central Auditing Organization,0223920083,0223920084
Cairo,Nasr City,Pharmacy,El Ezaby Pharmacy,Medications,Shop 10 and 11 - Intersection of Makram Ebeid with El-Nasr Rd - Nasr City 1 - Next to Teka,19600,
Cairo,Nasr City,Pharmacy,El Ezaby Pharmacy,Medications,El-Batrawy St. off Abbas Al-Akkad - Genena Mall - Ground Floor,19600,
Cairo,Nasr City,Pharmacy,El Ezaby Pharmacy,Medications,47 Abbas Al-Akkad St. - Next to Luluat El-Akkad - Nasr City,19600,
Cairo,Nasr City,Pharmacy,El Ezaby Pharmacy,Medications,No. 94 Plot 9 Block 125 Hassan Maamoun St. - In front of Al-Ahly Club,19600,
Cairo,Nasr City,Pharmacy,El Ezaby Pharmacy,Medications,Saudi Company Buildings El-Nasr St. in front of Dar El-Defaa El-Gawi 8,19600,
Cairo,Nasr City,Pharmacy,El Ezaby Pharmacy,Medications,City Stars Mall - Shop (A) Project 1 Housing General Presidency in front of City Stars Mall (Gate 7),19600,
Cairo,Nasr City,Pharmacy,El Ezaby Pharmacy,Medications,32 Ahmed Fakhry St.,19600,
Cairo,Nasr City,Pharmacy,El Ezaby Pharmacy,Medications,Intersection of Mohamed Metwally El-Shaarawy St. with extension of Mostafa El-Nahas - 10th District,19600,
Cairo,Nasr City,Pharmacy,El Ezaby Pharmacy,Medications,Plot 5 - Block 21 - 10th District - Ahmed El-Zomor St.,19600,
Cairo,Nasr City,Pharmacy,El Ezaby Pharmacy,Medications,42 Mostafa El-Nahas,19600,
Cairo,Nasr City,Pharmacy,El Ezaby Pharmacy,Medications,Ground Floor - Next to CompuMe and Saudi Supermarket - Inside City Stars Mall,19600,
Cairo,Nasr City,Pharmacy,El Ezaby Pharmacy,Medications,City Stars 5 Mall - City Stars Entrance 5 - Ground Floor - Shop 1r,19600,
Cairo,Nasr City,Pharmacy,El Ezaby Pharmacy,Medications,City Stars Mall - Phase 1,19600,
Cairo,Nasr City,Pharmacy,El Ezaby Pharmacy,Medications,119 Mostafa El-Nahas St. - 8th District - Nasr City 1 - Cairo,19600,
Cairo,Nasr City,Pharmacy,El Ezaby Pharmacy,Medications,Building 52 Abbas Al-Akkad St. Shop No. (2-1) 6th District Nasr City 1 - Cairo,19600,
Cairo,Nasr City,Pharmacy,El Ezaby Pharmacy,Medications,Shop No. 1 Building 2B Project 14 Buildings - 2nd District - El-Waha - Nasr City - Cairo,19600,
Cairo,Nasr City,Pharmacy,El Ezaby Pharmacy,Medications,Shop No. 3 Grand Store - Inside Dar El-Defaa El-Gawi - Below Tiba Rose Hotel - Nasr City 1 - Cairo,19600,
Cairo,Nasr City,Pharmacy,El Ezaby Pharmacy,Medications,Project 41 Buildings - Shop No. 5 - Mostafa El-Nahas St. - Nasr City 3 - Cairo,19600,
Cairo,Nasr City,Pharmacy,El Ezaby Pharmacy,Medications,Shop No. 1 Building 3 Makram Ebeid St. - Nasr City - Cairo,19600,
Cairo,Nasr City,Pharmacy,El Ezaby Pharmacy,Medications,Sheikh Mahmoud Shaltout St. - Extension of El-Tayaran St. - Next to Rabaa El-Adawiya Mosque - 1st District Nasr City 1,19600,
Cairo,Nasr City,Pharmacy,Care Pharmacy (Dr. Omnia Ashour),Medications,8 El-Sawaf St. Intersection with Metwally El-Shaarawy - 10th District - Nasr City,19757,
Cairo,Nasr City,Pharmacy,Misr Pharmacies,Medications,153 El-Tawfiq Buildings Khader El-Touni St.,19110,
Cairo,Nasr City,Pharmacy,Misr Pharmacies,Medications,14 Rabaa Buildings El-Saa Square First Zone,19110,
Cairo,Nasr City,Pharmacy,Misr Pharmacies,Medications,Hassan Maamoun St. Next to Hassan Maamoun Shop Nasr City,01033226303,
Cairo,Nasr City,Pharmacy,Misr Pharmacies,Medications,Abbas Al-Akkad St. Nasr City,01098985046,
Cairo,Nasr City,Pharmacy,Misr Pharmacies,Medications,Mostafa El-Nahas from Makram Ebeid in front of Mahgoub Ceramics,01007666752,
Cairo,Nasr City,Pharmacy,Dr. Mahmoud Kamel Abdel Kader,Medications,8 Hassan Maamoun,01012125565,0223506120
Cairo,Nasr City,Pharmacy,El-Kawthar Pharmacy,Medications,El-Kawthar St. next to El-Kawthar Mosque Ahmed Fakhry,01113171722,
Cairo,Nasr City,Pharmacy,Ain Pharmacy,Medications,Ibrahim El-Refai St. 8th District behind El-Serag Mall 28,01066284844,
Cairo,Nasr City,Pharmacy,Bedayat Pharmacy,Medications,18 Abdel Hamid Gouda St. next to Sonesta Hotel,1212614555,1212594555
Cairo,Nasr City,Radiology,Alpha Scan,Radiology,68 Makram Ebeid St. - Nasr City,16171,
Cairo,Nasr City,Radiology,Mega Scan,Radiology,22 Abdel Razek El-Sanhoury St. - Nasr City,19911,
Cairo,Nasr City,Radiology,Misr Radiology,Radiology,8 Mostafa El-Nahas End of Abbas Al-Akkad St.,19774,
Cairo,Nasr City,Radiology,Nile Radiology and Analysis (Radiology),Radiology,45 Abdel Razek El-Sanhoury St. from Makram Ebeid - In front of Child Park,19656,
Cairo,Nasr City,Radiology,Top Scan Lab,Radiology,16 El-Nozha St. El-Saa Square - Nasr City,0224192418,
Cairo,Nasr City,Radiology,View Scan,Radiology,82 El-Tayaran St. - Nasr City,0224025362,0224025360
Cairo,Nasr City,Radiology,Rayet Scan Center for Radiology,Radiology,Mahmoud Fotouh St. - 9th District Division,24730190,0127850007
Cairo,Nasr City,Radiology,Pro Scan,Radiology,54 Hassan Maamoun St. - Nasr City,01010055111,01091770500
Cairo,Nasr City,Laboratory,Al Mokhtabar Labs,Analysis,81 El-Nasr Rd. Next to Tiba Mall,19014,
Cairo,Nasr City,Laboratory,Al Mokhtabar Labs,Analysis,43 Mostafa El-Nahas,19014,
Cairo,Nasr City,Laboratory,Al Mokhtabar Labs,Analysis,Dr. Rasha Tower Plot 4 Second Zone 10th District,19014,
Cairo,Nasr City,Laboratory,Al Mokhtabar Labs,Analysis,Zaker Hussein St. 1st Floor Plot 18 Block 79 - 7th District,19014,
Cairo,Nasr City,Laboratory,Al Mokhtabar Labs,Analysis,50 Hassan Maamoun in front of Al-Ahly Club,19014,
Cairo,Nasr City,Laboratory,Al Mokhtabar Labs,Analysis,12 Mohamed Mostafa Hammam St. off Abbas Al-Akkad,19014,
Cairo,Nasr City,Laboratory,Al Mokhtabar Labs,Analysis,60 Abbas Al-Akkad in front of McDonald's 1st Floor Upper,19014,
Cairo,Nasr City,Laboratory,Al Mokhtabar Labs,Analysis,17 Makram Ebeid St. Block 17 - In front of City Center Mall,19014,
Cairo,Nasr City,Laboratory,Al Mokhtabar Labs,Analysis,Sadiq Building above Hesham Hussein Pharmacy (Al-Waha),19014,
Cairo,Nasr City,Laboratory,Al Mokhtabar Labs,Analysis,3 Safwat El-Mithaq St. next to Banque Misr Zahraa Nasr City,19014,
Cairo,Nasr City,Laboratory,Al Mokhtabar Labs,Analysis,17 City Stars Artillery Buildings - Nasr City,19014,
Cairo,Nasr City,Laboratory,Al Mokhtabar Labs,Analysis,109 Ibrahim Abu El-Naga St. - Highest Aston Stores - 1st Zone El-Saa,19014,
Cairo,Nasr City,Laboratory,Al-Borg Labs,Analysis,15 Samir Farhat St. - Extension of Makram Ebeid St.,19911,
Cairo,Nasr City,Laboratory,Al-Borg Labs,Analysis,Intersection of Zaker Hussein with Metwally El-Shaarawy - 10th District Car Station,19911,
Cairo,Nasr City,Laboratory,Al-Borg Labs,Analysis,Youth Engineers Buildings (7B) in front of Electricity Company - El-Nasr Rd.,19911,
Cairo,Nasr City,Laboratory,Al-Borg Labs,Analysis,9 Hassan Maamoun St.,19911,
